sales_line_sk,row_id_bk,order_id_bk,order_date_sk,ship_date_sk,customer_sk,product_sk,geography_sk,market_sk,ship_mode_sk,order_priority_sk,discount_band_sk,profitability_band_sk,sales_amount,profit_amount,quantity_sold,discount_rate,shipping_cost,days_to_ship,margin_pct,order_line_count,profitable_flag
11625,12458,ES-2013-1001647,20130626,20130701,1230,6536,1964,5,4,2,4,4,66,10.56,4,0.0,7.91,5,0.16,1,True
11626,12498,ES-2013-3167494,20130720,20130724,2786,6356,1970,5,4,2,4,1,165,59.4,9,0.0,19.0,4,0.36,1,True
11627,2932,MX-2013-130883,20130723,20130728,4091,6669,879,6,4,2,4,1,72,23.04,6,0.0,12.78,5,0.32,1,True
11628,9678,MX-2013-165547,20130816,20130820,2328,6573,461,6,4,2,4,1,102,24.3,9,0.0,10.76,4,0.2382,1,True
11629,7378,MX-2013-103821,20130820,20130824,3305,6201,894,6,4,2,4,3,60,4.1,5,0.0,9.2,4,0.0683,1,True
11630,47495,BU-2013-2690,20130820,20130825,353,4182,468,4,4,2,4,1,45,22.53,1,0.0,6.39,5,0.5007,1,True
11631,5503,MX-2013-111010,20130829,20130903,149,6669,323,6,4,2,4,1,36,11.52,3,0.0,4.69,5,0.32,1,True
11632,16883,ES-2013-1598291,20130918,20130922,2884,6245,2706,5,4,2,4,1,89,23.13,3,0.0,7.77,4,0.2599,1,True
11633,45026,EZ-2013-5970,20130924,20130929,4033,4186,901,4,4,2,4,4,61,10.2,4,0.0,4.2,5,0.1672,1,True
11634,46697,IR-2013-7350,20130927,20131001,3350,6726,1790,4,4,2,4,3,48,1.92,1,0.0,8.08,4,0.04,1,True
11635,43676,QA-2013-5600,20130930,20131004,208,7908,2533,4,4,2,4,1,26,8.64,1,0.0,2.87,4,0.3323,1,True
11636,11468,ES-2013-3479105,20131014,20131018,2828,6136,171,5,4,2,4,4,237,47.25,9,0.0,23.11,4,0.1994,1,True
11637,11209,ES-2013-5687296,20131018,20131022,2884,6248,184,5,4,2,4,3,86,8.55,3,0.0,10.94,4,0.0994,1,True
11638,4184,MX-2013-154144,20131031,20131105,2913,6208,220,6,4,2,4,3,35,2.08,4,0.0,4.56,5,0.0594,1,True
11639,29614,IN-2013-12505,20131122,20131126,3058,6577,570,1,4,2,4,1,40,14.85,3,0.0,4.96,4,0.3712,1,True
11640,48931,PL-2013-7380,20131217,20131221,3187,6713,2521,4,4,2,4,1,18,3.6,1,0.0,1.48,4,0.2,1,True
11641,6133,MX-2013-155390,20131225,20131229,1398,6330,406,6,4,2,4,1,41,12.66,3,0.0,4.81,4,0.3088,1,True
11642,22922,IN-2014-71102,20140106,20140110,3874,6625,1685,1,4,2,4,4,149,16.35,5,0.0,29.55,4,0.1097,1,True
11643,48562,IR-2014-4150,20140115,20140119,1379,6708,1819,4,4,2,4,1,119,53.4,4,0.0,16.25,4,0.4487,1,True
11644,25207,IN-2014-54197,20140331,20140404,1179,6450,1692,1,4,2,4,1,99,37.56,4,0.0,15.36,4,0.3794,1,True
11645,43290,UP-2014-8240,20140630,20140704,2732,7895,2962,4,4,2,4,1,28,6.93,1,0.0,3.02,4,0.2475,1,True
11646,10727,ES-2014-3934686,20140801,20140806,964,6461,1481,5,4,2,4,1,131,27.36,4,0.0,11.93,5,0.2089,1,True
11647,2225,MX-2014-125570,20140819,20140824,421,6164,2210,6,4,2,4,1,170,73.26,9,0.0,21.12,5,0.4309,1,True
11648,4685,MX-2014-156503,20141002,20141006,3345,6602,2160,6,4,2,4,1,148,56.16,13,0.0,15.7,4,0.3795,1,True
11649,14106,ES-2014-1026046,20141020,20141024,4719,6216,1039,5,4,2,4,1,140,68.4,5,0.0,27.94,4,0.4886,1,True
11650,5963,MX-2014-130309,20141104,20141108,4777,6543,2173,6,4,2,4,4,34,4.02,3,0.0,4.59,4,0.1182,1,True
11651,43087,SA-2014-7510,20141106,20141110,4632,4735,2618,4,4,2,4,3,15,0.0,1,0.0,1.17,4,0.0,1,False
11652,13383,ES-2014-5265462,20141107,20141111,3133,6471,1963,5,4,2,4,1,202,88.56,9,0.0,30.15,4,0.4384,1,True
11653,18124,ES-2014-2637929,20141115,20141119,1242,6136,2766,5,4,2,4,4,158,31.5,6,0.0,17.29,4,0.1994,1,True
11654,27238,IN-2014-60553,20141128,20141203,3564,6478,567,1,4,2,4,4,496,74.25,11,0.0,41.69,5,0.1497,1,True
11655,16468,ES-2014-1627638,20141204,20141209,3464,6241,143,5,4,2,4,1,24,6.18,1,0.0,2.53,5,0.2575,1,True
11656,14853,ES-2014-5605089,20141215,20141219,374,6650,1442,5,4,2,4,4,54,8.04,4,0.0,4.28,4,0.1489,1,True
11657,45582,AO-2014-7730,20141231,20150104,2672,6700,35,2,4,2,4,4,127,20.16,6,0.0,11.5,4,0.1587,1,True
11658,2556,MX-2011-138632,20110304,20110308,1365,7794,2374,6,4,2,4,4,90,15.18,3,0.0,6.54,4,0.1687,1,True
11659,13278,ES-2011-3897276,20110422,20110426,416,7731,3062,5,4,2,4,1,90,43.2,4,0.0,8.78,4,0.48,1,True
11660,6135,MX-2011-131856,20110503,20110507,2275,7598,2374,6,4,2,4,1,55,20.22,3,0.0,7.93,4,0.3676,1,True
11661,10509,ES-2011-5384617,20110803,20110807,1217,7593,1340,5,4,2,4,1,148,60.6,5,0.0,23.73,4,0.4095,1,True
11662,48128,RS-2011-7560,20110815,20110819,2594,5225,2603,4,4,2,4,3,58,0.48,4,0.0,6.13,4,0.0083,1,True
11663,45448,IR-2011-6390,20110906,20110910,312,5215,1804,4,4,2,4,1,90,44.16,4,0.0,12.64,4,0.4907,1,True
11664,43594,RS-2011-8690,20110923,20110927,3336,7345,2594,4,4,2,4,3,192,17.28,4,0.0,15.9,4,0.09,1,True
11665,44689,MA-2011-3720,20111011,20111015,1577,4225,2103,2,4,2,4,3,19,1.14,1,0.0,2.49,4,0.06,1,True
11666,44690,MA-2011-3720,20111011,20111015,1577,5458,2103,2,4,2,4,1,10,2.55,1,0.0,1.71,4,0.255,1,True
11667,1228,MX-2011-153024,20111129,20111204,2279,7811,2149,6,4,2,4,1,90,35.1,5,0.0,7.82,5,0.39,1,True
11668,44343,MO-2012-5570,20120117,20120122,2924,5231,2262,2,4,2,4,1,129,41.16,4,0.0,5.63,5,0.3191,1,True
11669,43721,RS-2012-6950,20120120,20120125,1691,7343,2591,4,4,2,4,3,212,14.76,6,0.0,16.12,5,0.0696,1,True
11670,8983,MX-2012-163720,20120126,20120130,1618,7727,253,6,4,2,4,1,67,28.72,4,0.0,5.34,4,0.4287,1,True
11671,17419,ES-2012-4133534,20120206,20120210,195,7422,1917,5,4,2,4,4,246,24.6,5,0.0,15.58,4,0.1,1,True
11672,47104,CG-2012-6440,20120214,20120219,1124,5217,912,2,4,2,4,1,44,12.84,1,0.0,2.55,5,0.2918,1,True
11673,46364,IR-2012-2180,20120326,20120330,1553,4233,1843,4,4,2,4,3,49,2.91,1,0.0,12.26,4,0.0594,1,True
11674,7130,MX-2012-133823,20120524,20120528,3892,7810,2136,6,4,2,4,1,38,12.3,3,0.0,2.34,4,0.3237,1,True
11675,7129,MX-2012-133823,20120524,20120528,3892,7810,2136,6,4,2,4,1,264,102.6,9,0.0,29.31,4,0.3886,1,True
11676,19790,ES-2012-2677676,20120602,20120606,1188,7609,1464,5,4,2,4,3,250,12.42,6,0.0,40.8,4,0.0497,1,True
11677,19789,ES-2012-2677676,20120602,20120606,1188,7779,1464,5,4,2,4,1,214,46.95,5,0.0,23.08,4,0.2194,1,True
11678,12117,ES-2012-2930191,20120616,20120620,292,7484,1936,5,4,2,4,1,108,25.92,4,0.0,14.73,4,0.24,1,True
11679,12116,ES-2012-2930191,20120616,20120620,292,7589,1936,5,4,2,4,1,46,15.24,4,0.0,6.28,4,0.3313,1,True
11680,21126,IN-2012-59139,20120621,20120626,2269,7771,2628,1,4,2,4,1,25,8.25,1,0.0,3.36,5,0.33,1,True
11681,12023,IT-2012-2737300,20120814,20120818,3621,7838,2795,5,4,2,4,3,47,4.26,1,0.0,6.37,4,0.0906,1,True
11682,20704,IN-2012-31076,20120905,20120910,2977,7530,1707,1,4,2,4,4,75,10.35,3,0.0,9.85,5,0.138,1,True
11683,24807,IN-2012-16411,20120918,20120922,255,7605,774,1,4,2,4,1,110,25.2,5,0.0,11.15,4,0.2291,1,True
11684,17649,ES-2012-3045167,20121120,20121124,4309,7714,1168,5,4,2,4,3,140,4.14,3,0.0,16.88,4,0.0296,1,True
11685,50566,CG-2012-8980,20121204,20121208,2843,7348,914,2,4,2,4,1,298,65.52,6,0.0,38.8,4,0.2199,1,True
11686,27353,IN-2012-32805,20121219,20121223,106,7554,1674,1,4,2,4,4,258,46.44,6,0.0,33.5,4,0.18,1,True
11687,50059,CA-2013-7710,20130125,20130129,1355,2285,507,3,4,2,4,3,108,7.44,4,0.0,9.85,4,0.0689,1,True
11688,50058,CA-2013-7710,20130125,20130129,1355,5460,507,3,4,2,4,3,48,0.0,1,0.0,5.48,4,0.0,1,False
11689,26264,IN-2013-34205,20130417,20130421,1704,7771,751,1,4,2,4,1,125,41.25,5,0.0,13.15,4,0.33,1,True
11690,12743,ES-2013-1929857,20130418,20130423,3632,7501,1526,5,4,2,4,1,84,34.29,3,0.0,9.62,5,0.4082,1,True
11691,25414,IN-2013-51152,20130501,20130505,4841,7740,153,1,4,2,4,1,105,41.85,3,0.0,11.71,4,0.3986,1,True
11692,3160,MX-2013-167276,20130611,20130616,240,7435,894,6,4,2,4,1,111,40.0,4,0.0,15.88,5,0.3604,1,True
11693,12459,ES-2013-1001647,20130626,20130701,1230,7506,1964,5,4,2,4,4,111,18.84,4,0.0,20.46,5,0.1697,1,True
11694,49880,EG-2013-1830,20130726,20130730,1673,4232,949,2,4,2,4,1,41,20.1,1,0.0,2.16,4,0.4902,1,True
11695,14016,IT-2013-5753206,20130807,20130811,4657,7675,1168,5,4,2,4,3,199,11.88,9,0.0,20.86,4,0.0597,1,True
11696,43793,BO-2013-1280,20130808,20130812,2654,5448,162,4,4,2,4,1,47,20.1,1,0.0,4.54,4,0.4277,1,True
11697,6407,MX-2013-104150,20130826,20130831,2102,7782,2125,6,4,2,4,3,251,4.96,8,0.0,18.52,5,0.0198,1,True
11698,5500,MX-2013-111010,20130829,20130903,149,7428,323,6,4,2,4,3,366,21.78,11,0.0,41.14,5,0.0595,1,True
11699,23542,IN-2013-31881,20130912,20130916,1844,7482,2800,1,4,2,4,4,260,31.08,7,0.0,41.42,4,0.1195,1,True
11700,21762,IN-2013-52454,20131004,20131008,551,7771,2035,1,4,2,4,1,100,33.0,4,0.0,12.09,4,0.33,1,True
11701,17706,ES-2013-1521931,20131015,20131019,593,7722,1168,5,4,2,4,3,94,1.8,4,0.0,7.82,4,0.0191,1,True
11702,23448,IN-2013-36557,20131206,20131210,3810,7491,724,1,4,2,4,4,101,15.12,7,0.0,18.02,4,0.1497,1,True
11703,25315,IN-2014-66615,20140118,20140123,1179,7721,714,1,4,2,4,3,117,4.62,7,0.0,6.22,5,0.0395,1,True
11704,9329,MX-2014-166814,20140128,20140202,1802,7532,2136,6,4,2,4,1,17,4.28,1,0.0,0.64,5,0.2518,1,True
11705,11261,ES-2014-3404737,20140217,20140221,1584,7506,1938,5,4,2,4,4,111,18.84,4,0.0,19.44,4,0.1697,1,True
11706,10344,ES-2014-5640080,20140416,20140420,3133,7559,1537,5,4,2,4,1,107,37.26,3,0.0,19.06,4,0.3482,1,True
11707,11287,ES-2014-1566594,20140510,20140515,4824,7499,1082,5,4,2,4,1,97,30.87,3,0.0,11.06,5,0.3182,1,True
11708,28571,IN-2014-32490,20140523,20140527,1692,7796,591,1,4,2,4,1,19,8.07,1,0.0,2.06,4,0.4247,1,True
11709,45267,CG-2014-5570,20140528,20140601,2112,5458,916,2,4,2,4,1,41,10.2,4,0.0,4.2,4,0.2488,1,True
11710,27613,IN-2014-35248,20140602,20140606,1539,7672,714,1,4,2,4,3,83,6.6,5,0.0,15.29,4,0.0795,1,True
11711,8490,MX-2014-121475,20140611,20140615,3530,7656,895,6,4,2,4,1,41,11.88,6,0.0,6.18,4,0.2898,1,True
11712,5198,MX-2014-100419,20140624,20140628,2909,7754,2370,6,4,2,4,1,127,47.0,5,0.0,18.64,4,0.3701,1,True
11713,26271,IN-2014-39105,20140630,20140705,2100,7650,719,1,4,2,4,1,39,12.21,1,0.0,5.1,5,0.3131,1,True
11714,49811,UP-2014-5260,20140722,20140726,4507,5213,2957,4,4,2,4,1,37,16.71,1,0.0,4.27,4,0.4516,1,True
11715,17362,ES-2014-2565448,20140805,20140809,964,7769,3031,5,4,2,4,3,57,4.5,3,0.0,8.72,4,0.0789,1,True
11716,8969,MX-2014-126165,20140906,20140910,695,7618,2136,6,4,2,4,1,94,44.32,4,0.0,10.96,4,0.4715,1,True
11717,5396,MX-2014-140557,20141006,20141010,2983,7462,420,6,4,2,4,1,123,54.16,4,0.0,10.49,4,0.4403,1,True
11718,50070,SY-2014-9320,20141019,20141023,1783,5219,2798,4,4,2,4,4,42,4.98,1,0.0,4.83,4,0.1186,1,True
11719,43090,SA-2014-7510,20141106,20141110,4632,5469,2618,4,4,2,4,3,174,8.64,4,0.0,11.22,4,0.0497,1,True
11720,48504,KE-2014-8910,20141112,20141117,4447,5463,2083,2,4,2,4,1,52,18.12,4,0.0,2.86,5,0.3485,1,True
11721,18120,ES-2014-2637929,20141115,20141119,1242,7477,2766,5,4,2,4,1,133,38.52,3,0.0,19.14,4,0.2896,1,True
11722,13877,ES-2014-3785216,20141119,20141123,1976,7569,1274,5,4,2,4,3,213,4.2,14,0.0,19.69,4,0.0197,1,True
11723,18432,IT-2014-2597250,20141128,20141203,1476,7653,2692,5,4,2,4,4,117,14.04,3,0.0,12.21,5,0.12,1,True
11724,24861,IN-2014-78900,20141203,20141207,2201,7742,477,1,4,2,4,3,44,3.51,1,0.0,8.09,4,0.0798,1,True
11725,13635,ES-2014-3930752,20141213,20141217,1926,7521,1384,5,4,2,4,4,125,15.0,5,0.0,15.06,4,0.12,1,True
11726,24251,IN-2014-14374,20141215,20141219,1652,7643,1619,1,4,2,4,1,393,145.53,9,0.0,32.71,4,0.3703,1,True
11727,50690,QA-2014-940,20141224,20141228,2863,2278,2533,4,4,2,4,1,191,53.46,6,0.0,31.28,4,0.2799,1,True
11728,10625,ES-2014-2815584,20141231,20150104,1705,7776,1475,5,4,2,4,3,261,12.96,6,0.0,15.79,4,0.0497,1,True
11729,16049,ES-2011-4359424,20110111,20110115,1230,5751,2756,5,4,2,4,4,40,5.55,5,0.0,2.57,4,0.1387,1,True
11730,17426,ES-2011-3429709,20110126,20110130,3697,5634,2748,5,4,2,4,1,32,10.08,3,0.0,4.82,4,0.315,1,True
11731,46754,MO-2011-3300,20110126,20110131,3417,5980,2256,2,4,2,4,1,11,4.83,1,0.0,0.88,5,0.4391,1,True
11732,45118,MO-2011-4260,20110402,20110407,1101,5308,2266,2,4,2,4,3,9,0.0,1,0.0,0.85,5,0.0,1,False
11733,19077,ES-2011-4146320,20110404,20110409,28,5653,3131,5,4,2,4,1,32,16.2,3,0.0,3.09,5,0.5062,1,True
11734,46619,AO-2011-8260,20110716,20110720,4004,3374,33,2,4,2,4,1,107,35.28,12,0.0,8.18,4,0.3297,1,True
11735,4885,MX-2011-125087,20110717,20110721,1341,5694,881,6,4,2,4,1,36,11.9,5,0.0,2.38,4,0.3306,1,True
11736,6185,MX-2011-149587,20110913,20110917,655,5571,939,6,4,2,4,1,19,8.56,4,0.0,1.25,4,0.4505,1,True
11737,6180,MX-2011-149587,20110913,20110917,655,5823,939,6,4,2,4,1,60,29.82,7,0.0,9.05,4,0.497,1,True
11738,28319,IN-2011-71501,20110921,20110925,2722,5852,746,1,4,2,4,1,25,5.49,3,0.0,2.32,4,0.2196,1,True
11739,41903,SA-2011-3110,20111007,20111011,3980,5962,2614,4,4,2,4,1,10,4.14,1,0.0,1.65,4,0.414,1,True
11740,2017,MX-2011-157616,20111027,20111101,533,5923,2178,6,4,2,4,1,36,13.44,4,0.0,3.31,5,0.3733,1,True
11741,4600,MX-2011-130218,20111209,20111213,4277,5837,2376,6,4,2,4,4,27,4.0,5,0.0,3.33,4,0.1481,1,True
11742,13673,ES-2012-1411725,20120203,20120207,44,5655,1545,5,4,2,4,4,61,9.66,7,0.0,7.59,4,0.1584,1,True
11743,524,MX-2012-151911,20120228,20120303,3633,5706,974,6,4,2,4,1,5,1.12,1,0.0,0.48,4,0.224,1,True
11744,24533,IN-2012-40561,20120429,20120503,4275,5838,155,1,4,2,4,1,45,15.96,4,0.0,6.46,4,0.3547,1,True
11745,6654,MX-2012-148411,20120529,20120602,117,5858,2373,6,4,2,4,1,28,14.0,4,0.0,4.23,4,0.5,1,True
11746,19712,ES-2012-4287995,20120619,20120624,2636,5751,143,5,4,2,4,4,24,3.33,3,0.0,2.37,5,0.1388,1,True
11747,26113,IN-2012-63458,20120624,20120629,805,5613,155,1,4,2,4,1,21,8.73,3,0.0,1.44,5,0.4157,1,True
11748,17971,ES-2012-4662036,20120801,20120805,1837,5528,1496,5,4,2,4,3,46,3.24,4,0.0,4.77,4,0.0704,1,True
11749,31013,IN-2012-80881,20120821,20120826,4234,5596,2352,1,4,2,4,1,106,23.28,8,0.0,12.12,5,0.2196,1,True
11750,3561,MX-2012-109561,20120903,20120907,468,5837,348,6,4,2,4,4,27,4.0,5,0.0,2.85,4,0.1481,1,True
11751,2104,MX-2012-155187,20120915,20120919,2599,5564,454,6,4,2,4,4,43,5.04,7,0.0,3.73,4,0.1172,1,True
11752,6020,MX-2012-131758,20121017,20121021,2207,5685,880,6,4,2,4,1,23,4.98,3,0.0,2.05,4,0.2165,1,True
11753,16403,ES-2012-1706068,20121030,20121103,3304,5667,1463,5,4,2,4,1,37,12.06,3,0.0,5.09,4,0.3259,1,True
11754,18650,ES-2012-3124543,20121031,20121104,613,5801,1486,5,4,2,4,4,74,13.86,7,0.0,12.03,4,0.1873,1,True
11755,17648,ES-2012-3045167,20121120,20121124,4309,5676,1168,5,4,2,4,1,34,15.03,3,0.0,4.02,4,0.4421,1,True
11756,11574,ES-2012-5450436,20121201,20121205,843,5730,1352,5,4,2,4,3,6,0.06,1,0.0,1.22,4,0.01,1,True
11757,16971,ES-2013-1586127,20130124,20130129,3300,5647,1910,5,4,2,4,1,56,13.8,5,0.0,6.73,5,0.2464,1,True
11758,41818,IR-2013-3610,20130329,20130403,3626,5979,1840,4,4,2,4,1,10,4.02,1,0.0,1.06,5,0.402,1,True
11759,49964,AO-2013-2230,20130528,20130602,2350,3378,35,2,4,2,4,4,5,0.84,1,0.0,0.74,5,0.168,1,True
11760,906,MX-2013-127124,20130529,20130602,2407,5642,555,6,4,2,4,1,46,18.56,8,0.0,3.49,4,0.4035,1,True
11761,24305,IN-2013-39742,20130604,20130608,742,5645,616,1,4,2,4,4,5,0.75,1,0.0,0.35,4,0.15,1,True
11762,42024,CG-2013-9730,20130605,20130609,1673,5327,914,2,4,2,4,4,45,8.04,4,0.0,3.04,4,0.1787,1,True
11763,3162,MX-2013-167276,20130611,20130616,240,5664,894,6,4,2,4,1,12,4.92,3,0.0,1.67,5,0.41,1,True
11764,16911,ES-2013-3679516,20130613,20130617,1865,5883,1241,5,4,2,4,1,39,16.2,3,0.0,5.17,4,0.4154,1,True
11765,14014,IT-2013-5753206,20130807,20130811,4657,5806,1168,5,4,2,4,1,45,22.5,5,0.0,3.9,4,0.5,1,True
11766,9679,MX-2013-165547,20130816,20130820,2328,5912,461,6,4,2,4,1,16,5.84,4,0.0,1.47,4,0.365,1,True
11767,44642,SO-2013-270,20130829,20130902,2791,3376,2633,2,4,2,4,1,12,3.6,1,0.0,1.32,4,0.3,1,True
11768,9588,MX-2013-121167,20130906,20130910,4654,5642,2159,6,4,2,4,1,46,18.56,8,0.0,6.78,4,0.4035,1,True
11769,1953,MX-2013-150140,20130924,20130928,2829,5745,2173,6,4,2,4,1,23,10.8,5,0.0,4.02,4,0.4696,1,True
11770,17954,ES-2013-3245416,20131011,20131015,4393,5700,2790,5,4,2,4,3,32,1.53,3,0.0,4.49,4,0.0478,1,True
11771,1664,MX-2013-117394,20131015,20131019,2737,5803,228,6,4,2,4,3,36,0.24,6,0.0,4.91,4,0.0067,1,True
11772,4185,MX-2013-154144,20131031,20131105,2913,5507,220,6,4,2,4,1,36,14.88,8,0.0,4.15,5,0.4133,1,True
11773,3419,MX-2013-101959,20131101,20131105,3892,5803,876,6,4,2,4,3,6,0.04,1,0.0,0.5,4,0.0067,1,True
11774,20027,ES-2013-5590763,20131106,20131110,552,5562,1481,5,4,2,4,4,12,1.65,1,0.0,0.84,4,0.1375,1,True
11775,45361,UP-2013-6630,20131107,20131111,4869,3355,2951,4,4,2,4,4,45,6.72,4,0.0,3.62,4,0.1493,1,True
11776,30646,IN-2013-85186,20131126,20131130,127,5586,93,1,4,2,4,3,37,1.8,4,0.0,5.74,4,0.0486,1,True
11777,1672,MX-2013-136756,20131219,20131223,41,5837,2374,6,4,2,4,4,16,2.4,3,0.0,0.87,4,0.15,1,True
11778,27556,IN-2014-48758,20140101,20140105,1876,5820,803,1,4,2,4,1,40,8.73,3,0.0,5.62,4,0.2182,1,True
11779,42615,MA-2014-9930,20140331,20140404,4109,5322,2104,2,4,2,4,1,41,18.24,4,0.0,5.25,4,0.4449,1,True
11780,5475,MX-2014-154788,20140508,20140512,4197,5763,884,6,4,2,4,1,9,4.62,3,0.0,1.14,4,0.5133,1,True
11781,5476,MX-2014-154788,20140508,20140512,4197,5599,884,6,4,2,4,3,30,0.0,4,0.0,2.7,4,0.0,1,False
11782,19863,ES-2014-2665002,20140509,20140513,4691,5796,1990,5,4,2,4,1,79,24.3,9,0.0,9.88,4,0.3076,1,True
11783,48689,IS-2014-2650,20140530,20140604,878,6787,1866,4,4,2,4,3,38,2.64,4,0.0,5.37,5,0.0695,1,True
11784,45876,CA-2014-4720,20140618,20140623,3418,5329,510,3,4,2,4,1,40,16.38,6,0.0,2.9,5,0.4095,1,True
11785,1410,MX-2014-106208,20140626,20140630,4601,5923,2374,6,4,2,4,1,46,16.8,5,0.0,4.19,4,0.3652,1,True
11786,1411,MX-2014-106208,20140626,20140630,4601,5574,2374,6,4,2,4,4,31,3.6,4,0.0,2.32,4,0.1161,1,True
11787,17363,ES-2014-2565448,20140805,20140809,964,5528,3031,5,4,2,4,3,58,4.05,5,0.0,4.97,4,0.0698,1,True
11788,26002,IN-2014-29291,20140826,20140830,1975,5701,1692,1,4,2,4,1,40,12.6,3,0.0,7.14,4,0.315,1,True
11789,42083,SI-2014-3090,20140905,20140909,4293,3355,2632,4,4,2,4,4,136,20.16,12,0.0,28.16,4,0.1482,1,True
11790,18613,ES-2014-2756281,20140906,20140910,3352,5899,3041,5,4,2,4,1,18,3.69,3,0.0,2.61,4,0.205,1,True
11791,18620,ES-2014-2756281,20140906,20140910,3352,5936,3041,5,4,2,4,1,31,14.7,5,0.0,5.03,4,0.4742,1,True
11792,43418,ZA-2014-300,20140910,20140915,3868,5963,3809,2,4,2,4,1,17,4.56,4,0.0,1.89,5,0.2682,1,True
11793,15016,ES-2014-2608196,20141007,20141011,221,5546,3049,5,4,2,4,4,74,14.04,9,0.0,5.58,4,0.1897,1,True
11794,21835,IN-2014-26981,20141024,20141028,2413,5581,1675,1,4,2,4,1,66,28.8,5,0.0,7.73,4,0.4364,1,True
11795,6575,MX-2014-123470,20141119,20141123,2271,5777,2191,6,4,2,4,1,42,14.56,7,0.0,6.5,4,0.3467,1,True
11796,9275,MX-2014-114979,20141128,20141202,2829,5597,2242,6,4,2,4,1,24,7.04,4,0.0,2.3,4,0.2933,1,True
11797,49116,GH-2014-7350,20141203,20141208,4384,5351,1558,2,4,2,4,1,11,5.01,1,0.0,1.56,5,0.4555,1,True
11798,856,MX-2014-155915,20141206,20141210,3731,5657,2154,6,4,2,4,1,43,16.3,5,0.0,4.34,4,0.3791,1,True
11799,860,MX-2014-155915,20141206,20141210,3731,5914,2154,6,4,2,4,1,44,16.56,6,0.0,6.11,4,0.3764,1,True
11800,4226,MX-2014-131695,20141209,20141213,1780,5694,2375,6,4,2,4,1,51,16.66,7,0.0,5.15,4,0.3267,1,True
11801,45405,CG-2014-2730,20141219,20141223,110,3378,914,2,4,2,4,4,20,3.36,4,0.0,2.08,4,0.168,1,True
11802,47347,SA-2011-1980,20110307,20110311,3116,2317,2619,4,4,2,4,3,58,2.28,4,0.0,9.01,4,0.0393,1,True
11803,8210,MX-2011-103541,20110317,20110321,3301,4930,2205,6,4,2,4,4,43,8.24,4,0.0,4.19,4,0.1916,1,True
11804,7509,MX-2011-123995,20110414,20110419,1142,5100,361,6,4,2,4,1,17,7.2,3,0.0,2.09,5,0.4235,1,True
11805,45225,IS-2011-1180,20110425,20110430,1000,2257,1866,4,4,2,4,3,14,0.84,1,0.0,1.89,5,0.06,1,True
11806,917,MX-2011-141705,20110428,20110502,1222,5185,2214,6,4,2,4,4,22,2.82,3,0.0,2.89,4,0.1282,1,True
11807,47550,CG-2011-9150,20110503,20110507,1608,2321,916,2,4,2,4,1,107,25.68,8,0.0,15.89,4,0.24,1,True
11808,6136,MX-2011-131856,20110503,20110507,2275,5014,2374,6,4,2,4,3,27,1.32,3,0.0,2.78,4,0.0489,1,True
11809,44916,IR-2011-7540,20110810,20110815,214,2238,1830,4,4,2,4,4,15,2.46,1,0.0,2.63,5,0.164,1,True
11810,6182,MX-2011-149587,20110913,20110917,655,5054,939,6,4,2,4,4,29,4.02,3,0.0,2.34,4,0.1386,1,True
11811,6184,MX-2011-149587,20110913,20110917,655,5085,939,6,4,2,4,3,28,2.48,4,0.0,3.23,4,0.0886,1,True
11812,9409,MX-2011-151687,20111004,20111008,4807,4911,1572,6,4,2,4,4,11,1.5,1,0.0,1.27,4,0.1364,1,True
11813,29929,IN-2011-45657,20111012,20111016,3863,4957,738,1,4,2,4,3,50,1.44,3,0.0,4.59,4,0.0288,1,True
11814,4704,MX-2011-112914,20111027,20111031,2637,4782,979,6,4,2,4,1,29,11.36,4,0.0,2.96,4,0.3917,1,True
11815,4703,MX-2011-112914,20111027,20111031,2637,5145,979,6,4,2,4,1,22,10.26,3,0.0,2.0,4,0.4664,1,True
11816,2015,MX-2011-157616,20111027,20111101,533,4802,2178,6,4,2,4,1,29,14.64,3,0.0,4.31,5,0.5048,1,True
11817,16170,IT-2011-2516674,20111121,20111125,1275,5066,1252,5,4,2,4,1,66,16.35,5,0.0,7.52,4,0.2477,1,True
11818,29352,IN-2012-32826,20120412,20120417,115,5033,1711,1,4,2,4,1,97,26.1,5,0.0,14.73,5,0.2691,1,True
11819,47175,IR-2012-1430,20120423,20120428,4297,5984,1830,4,4,2,4,1,14,5.85,1,0.0,2.31,5,0.4179,1,True
11820,13901,ES-2012-4741193,20120424,20120428,1873,4946,989,5,4,2,4,3,60,1.05,5,0.0,9.95,4,0.0175,1,True
11821,20721,IN-2012-70472,20120712,20120716,4076,5099,1724,1,4,2,4,3,58,4.56,4,0.0,9.36,4,0.0786,1,True
11822,10853,ES-2012-2424799,20120823,20120827,4511,4928,2999,5,4,2,4,3,78,5.25,7,0.0,9.63,4,0.0673,1,True
11823,20713,IN-2012-54351,20120829,20120903,4702,4739,600,1,4,2,4,1,17,7.5,1,0.0,2.14,5,0.4412,1,True
11824,2243,MX-2012-101616,20121015,20121019,3614,4779,892,6,4,2,4,1,52,19.08,6,0.0,6.9,4,0.3669,1,True
11825,9732,MX-2012-111542,20121018,20121022,4402,4790,2374,6,4,2,4,4,59,11.06,7,0.0,6.9,4,0.1875,1,True
11826,47391,IZ-2012-1750,20121025,20121029,2196,2252,1852,4,4,2,4,1,14,2.85,1,0.0,1.16,4,0.2036,1,True
