product_sk,product_id,product_name,category,sub_category
1896,FUR-SAU-10004653,"Sauder Classic Bookcase, Traditional",Furniture,Bookcases
1897,FUR-TA-10000022,"Hon Conference Table, Adjustable Height",Furniture,Tables
1898,FUR-TA-10000038,"Chromcraft Conference Table, Adjustable Height",Furniture,Tables
1899,FUR-TA-10000052,"Hon Training Table, Adjustable Height",Furniture,Tables
1900,FUR-TA-10000073,"Lesro Coffee Table, Adjustable Height",Furniture,Tables
1901,FUR-TA-10000075,"Bevis Coffee Table, Fully Assembled",Furniture,Tables
1902,FUR-TA-10000115,"Barricks Coffee Table, Fully Assembled",Furniture,Tables
1903,FUR-TA-10000136,"Chromcraft Conference Table, Adjustable Height",Furniture,Tables
1904,FUR-TA-10000147,"Lesro Coffee Table, Rectangular",Furniture,Tables
1905,FUR-TA-10000164,"Lesro Training Table, Fully Assembled",Furniture,Tables
1906,FUR-TA-10000184,"Barricks Conference Table, Fully Assembled",Furniture,Tables
1907,FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,Tables
1908,FUR-TA-10000207,"Chromcraft Round Table, Fully Assembled",Furniture,Tables
1909,FUR-TA-10000222,"Bevis Training Table, Adjustable Height",Furniture,Tables
1910,FUR-TA-10000226,"Chromcraft Conference Table, with Bottom Storage",Furniture,Tables
1911,FUR-TA-10000245,"Chromcraft Computer Table, Adjustable Height",Furniture,Tables
1912,FUR-TA-10000283,"Hon Wood Table, with Bottom Storage",Furniture,Tables
1913,FUR-TA-10000299,"Lesro Round Table, Adjustable Height",Furniture,Tables
1914,FUR-TA-10000304,"Barricks Training Table, with Bottom Storage",Furniture,Tables
1915,FUR-TA-10000310,"Barricks Training Table, Rectangular",Furniture,Tables
1916,FUR-TA-10000317,"Barricks Computer Table, Fully Assembled",Furniture,Tables
1917,FUR-TA-10000323,"Lesro Round Table, Fully Assembled",Furniture,Tables
1918,FUR-TA-10000347,"Hon Computer Table, Adjustable Height",Furniture,Tables
1919,FUR-TA-10000355,"Bevis Wood Table, with Bottom Storage",Furniture,Tables
1920,FUR-TA-10000360,"Chromcraft Wood Table, Fully Assembled",Furniture,Tables
1921,FUR-TA-10000403,"Barricks Computer Table, Fully Assembled",Furniture,Tables
1922,FUR-TA-10000434,"Chromcraft Coffee Table, with Bottom Storage",Furniture,Tables
1923,FUR-TA-10000478,"Bevis Round Table, Fully Assembled",Furniture,Tables
1924,FUR-TA-10000486,"Barricks Wood Table, Adjustable Height",Furniture,Tables
1925,FUR-TA-10000490,"Lesro Training Table, with Bottom Storage",Furniture,Tables
1926,FUR-TA-10000518,"Chromcraft Round Table, Fully Assembled",Furniture,Tables
1927,FUR-TA-10000519,"Bevis Computer Table, Fully Assembled",Furniture,Tables
1928,FUR-TA-10000558,"Hon Wood Table, Rectangular",Furniture,Tables
1929,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,Furniture,Tables
1930,FUR-TA-10000591,"Chromcraft Training Table, with Bottom Storage",Furniture,Tables
1931,FUR-TA-10000593,"Chromcraft Training Table, Fully Assembled",Furniture,Tables
1932,FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables
1933,FUR-TA-10000637,"Bevis Conference Table, Rectangular",Furniture,Tables
1934,FUR-TA-10000649,"Barricks Computer Table, with Bottom Storage",Furniture,Tables
1935,FUR-TA-10000665,"Bevis Computer Table, Fully Assembled",Furniture,Tables
1936,FUR-TA-10000670,"Chromcraft Coffee Table, Adjustable Height",Furniture,Tables
1937,FUR-TA-10000671,"Barricks Conference Table, with Bottom Storage",Furniture,Tables
1938,FUR-TA-10000687,"Bevis Conference Table, with Bottom Storage",Furniture,Tables
1939,FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,Tables
1940,FUR-TA-10000695,"Lesro Wood Table, Rectangular",Furniture,Tables
1941,FUR-TA-10000750,"Hon Round Table, Fully Assembled",Furniture,Tables
1942,FUR-TA-10000789,"Lesro Training Table, with Bottom Storage",Furniture,Tables
1943,FUR-TA-10000805,"Bevis Wood Table, Adjustable Height",Furniture,Tables
1944,FUR-TA-10000849,Bevis Rectangular Conference Tables,Furniture,Tables
1945,FUR-TA-10000855,"Chromcraft Training Table, Rectangular",Furniture,Tables
1946,FUR-TA-10000861,"Barricks Conference Table, with Bottom Storage",Furniture,Tables
1947,FUR-TA-10000927,"Bevis Conference Table, Fully Assembled",Furniture,Tables
1948,FUR-TA-10000945,"Bevis Coffee Table, Adjustable Height",Furniture,Tables
1949,FUR-TA-10000962,"Hon Conference Table, Adjustable Height",Furniture,Tables
1950,FUR-TA-10000963,"Chromcraft Round Table, with Bottom Storage",Furniture,Tables
1951,FUR-TA-10000971,"Bevis Training Table, Rectangular",Furniture,Tables
1952,FUR-TA-10000989,"Lesro Conference Table, Rectangular",Furniture,Tables
1953,FUR-TA-10000991,"Lesro Computer Table, Adjustable Height",Furniture,Tables
1954,FUR-TA-10001039,KI Adjustable-Height Table,Furniture,Tables
1955,FUR-TA-10001056,"Barricks Conference Table, Adjustable Height",Furniture,Tables
1956,FUR-TA-10001086,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Furniture,Tables
1957,FUR-TA-10001089,"Hon Computer Table, with Bottom Storage",Furniture,Tables
1958,FUR-TA-10001090,"Chromcraft Round Table, Rectangular",Furniture,Tables
1959,FUR-TA-10001095,Chromcraft Round Conference Tables,Furniture,Tables
1960,FUR-TA-10001100,"Barricks Computer Table, Fully Assembled",Furniture,Tables
1961,FUR-TA-10001113,"Barricks Training Table, Fully Assembled",Furniture,Tables
1962,FUR-TA-10001116,"Barricks Conference Table, Fully Assembled",Furniture,Tables
1963,FUR-TA-10001192,"Hon Training Table, Fully Assembled",Furniture,Tables
1964,FUR-TA-10001205,"Chromcraft Wood Table, Rectangular",Furniture,Tables
1965,FUR-TA-10001226,"Hon Conference Table, Rectangular",Furniture,Tables
1966,FUR-TA-10001228,"Bevis Training Table, Rectangular",Furniture,Tables
1967,FUR-TA-10001229,"Chromcraft Computer Table, Rectangular",Furniture,Tables
1968,FUR-TA-10001237,"Barricks Coffee Table, Fully Assembled",Furniture,Tables
1969,FUR-TA-10001272,"Barricks Training Table, Fully Assembled",Furniture,Tables
1970,FUR-TA-10001276,"Lesro Coffee Table, with Bottom Storage",Furniture,Tables
1971,FUR-TA-10001285,"Chromcraft Conference Table, Fully Assembled",Furniture,Tables
1972,FUR-TA-10001289,"Lesro Conference Table, Fully Assembled",Furniture,Tables
1973,FUR-TA-10001306,"Hon Wood Table, Adjustable Height",Furniture,Tables
1974,FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Furniture,Tables
1975,FUR-TA-10001327,"Barricks Training Table, Rectangular",Furniture,Tables
1976,FUR-TA-10001359,"Chromcraft Training Table, with Bottom Storage",Furniture,Tables
1977,FUR-TA-10001360,"Bevis Round Table, Rectangular",Furniture,Tables
1978,FUR-TA-10001371,"Chromcraft Coffee Table, Fully Assembled",Furniture,Tables
1979,FUR-TA-10001386,"Lesro Conference Table, Fully Assembled",Furniture,Tables
1980,FUR-TA-10001433,"Barricks Coffee Table, Adjustable Height",Furniture,Tables
1981,FUR-TA-10001494,"Lesro Wood Table, Adjustable Height",Furniture,Tables
1982,FUR-TA-10001496,"Barricks Computer Table, Fully Assembled",Furniture,Tables
1983,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,Tables
1984,FUR-TA-10001531,"Lesro Training Table, Adjustable Height",Furniture,Tables
1985,FUR-TA-10001539,Chromcraft Rectangular Conference Tables,Furniture,Tables
1986,FUR-TA-10001549,"Barricks Coffee Table, Rectangular",Furniture,Tables
1987,FUR-TA-10001558,"Barricks Training Table, Rectangular",Furniture,Tables
1988,FUR-TA-10001572,"Hon Wood Table, Rectangular",Furniture,Tables
1989,FUR-TA-10001595,"Chromcraft Coffee Table, Adjustable Height",Furniture,Tables
1990,FUR-TA-10001600,"Lesro Coffee Table, Fully Assembled",Furniture,Tables
1991,FUR-TA-10001602,"Barricks Round Table, Adjustable Height",Furniture,Tables
1992,FUR-TA-10001622,"Lesro Coffee Table, with Bottom Storage",Furniture,Tables
1993,FUR-TA-10001633,"Bevis Wood Table, with Bottom Storage",Furniture,Tables
1994,FUR-TA-10001642,"Lesro Round Table, Rectangular",Furniture,Tables
1995,FUR-TA-10001664,"Chromcraft Conference Table, with Bottom Storage",Furniture,Tables
1996,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,Furniture,Tables
1997,FUR-TA-10001691,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Furniture,Tables
1998,FUR-TA-10001693,"Bevis Training Table, with Bottom Storage",Furniture,Tables
1999,FUR-TA-10001705,Bush Advantage Collection Round Conference Table,Furniture,Tables
2000,FUR-TA-10001726,"Bevis Coffee Table, Fully Assembled",Furniture,Tables
2001,FUR-TA-10001740,"Barricks Conference Table, Adjustable Height",Furniture,Tables
2002,FUR-TA-10001744,"Lesro Coffee Table, Adjustable Height",Furniture,Tables
2003,FUR-TA-10001768,Hon Racetrack Conference Tables,Furniture,Tables
2004,FUR-TA-10001771,"Bush Cubix Conference Tables, Fully Assembled",Furniture,Tables
2005,FUR-TA-10001786,"Chromcraft Computer Table, with Bottom Storage",Furniture,Tables
2006,FUR-TA-10001833,"Bevis Round Table, Fully Assembled",Furniture,Tables
2007,FUR-TA-10001857,Balt Solid Wood Rectangular Table,Furniture,Tables
2008,FUR-TA-10001866,Bevis Round Conference Room Tables and Bases,Furniture,Tables
2009,FUR-TA-10001889,"Bevis Conference Table, Fully Assembled",Furniture,Tables
2010,FUR-TA-10001930,"Bevis Computer Table, with Bottom Storage",Furniture,Tables
2011,FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Furniture,Tables
2012,FUR-TA-10001935,"Hon Coffee Table, Fully Assembled",Furniture,Tables
2013,FUR-TA-10001950,Balt Solid Wood Round Tables,Furniture,Tables
2014,FUR-TA-10001968,"Bevis Computer Table, with Bottom Storage",Furniture,Tables
2015,FUR-TA-10001980,"Hon Wood Table, Rectangular",Furniture,Tables
2016,FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",Furniture,Tables
2017,FUR-TA-10002065,"Bevis Round Table, Rectangular",Furniture,Tables
2018,FUR-TA-10002088,"Barricks Coffee Table, Adjustable Height",Furniture,Tables
2019,FUR-TA-10002093,"Chromcraft Wood Table, Adjustable Height",Furniture,Tables
2020,FUR-TA-10002095,"Lesro Training Table, Fully Assembled",Furniture,Tables
2021,FUR-TA-10002101,"Bevis Conference Table, Fully Assembled",Furniture,Tables
2022,FUR-TA-10002146,"Hon Coffee Table, with Bottom Storage",Furniture,Tables
2023,FUR-TA-10002153,"Lesro Round Table, with Bottom Storage",Furniture,Tables
2024,FUR-TA-10002172,"Hon Conference Table, Rectangular",Furniture,Tables
2025,FUR-TA-10002228,"Bevis Traditional Conference Table Top, Plinth Base",Furniture,Tables
2026,FUR-TA-10002235,"Chromcraft Round Table, Adjustable Height",Furniture,Tables
2027,FUR-TA-10002256,"Hon Wood Table, Fully Assembled",Furniture,Tables
2028,FUR-TA-10002341,"Barricks Computer Table, Fully Assembled",Furniture,Tables
2029,FUR-TA-10002351,"Hon Training Table, Adjustable Height",Furniture,Tables
2030,FUR-TA-10002356,Bevis Boat-Shaped Conference Table,Furniture,Tables
2031,FUR-TA-10002411,"Hon Round Table, with Bottom Storage",Furniture,Tables
2032,FUR-TA-10002433,"Chromcraft Computer Table, with Bottom Storage",Furniture,Tables
2033,FUR-TA-10002467,"Lesro Conference Table, Adjustable Height",Furniture,Tables
2034,FUR-TA-10002482,"Bevis Wood Table, Fully Assembled",Furniture,Tables
2035,FUR-TA-10002487,"Bevis Training Table, with Bottom Storage",Furniture,Tables
2036,FUR-TA-10002497,"Chromcraft Computer Table, Adjustable Height",Furniture,Tables
2037,FUR-TA-10002519,"Lesro Conference Table, with Bottom Storage",Furniture,Tables
2038,FUR-TA-10002523,"Barricks Training Table, Rectangular",Furniture,Tables
2039,FUR-TA-10002527,"Barricks Round Table, Fully Assembled",Furniture,Tables
2040,FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",Furniture,Tables
2041,FUR-TA-10002533,BPI Conference Tables,Furniture,Tables
2042,FUR-TA-10002544,"Barricks Training Table, Fully Assembled",Furniture,Tables
2043,FUR-TA-10002557,"Barricks Conference Table, Rectangular",Furniture,Tables
2044,FUR-TA-10002568,"Chromcraft Coffee Table, Rectangular",Furniture,Tables
2045,FUR-TA-10002571,"Chromcraft Coffee Table, Adjustable Height",Furniture,Tables
2046,FUR-TA-10002582,"Barricks Coffee Table, Rectangular",Furniture,Tables
2047,FUR-TA-10002607,KI Conference Tables,Furniture,Tables
2048,FUR-TA-10002611,"Barricks Computer Table, with Bottom Storage",Furniture,Tables
2049,FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Furniture,Tables
2050,FUR-TA-10002638,"Barricks Wood Table, Rectangular",Furniture,Tables
2051,FUR-TA-10002645,Hon Rectangular Conference Tables,Furniture,Tables
2052,FUR-TA-10002650,"Hon Wood Table, with Bottom Storage",Furniture,Tables
2053,FUR-TA-10002699,"Hon Round Table, Rectangular",Furniture,Tables
2054,FUR-TA-10002774,Laminate Occasional Tables,Furniture,Tables
2055,FUR-TA-10002786,"Lesro Computer Table, Fully Assembled",Furniture,Tables
2056,FUR-TA-10002789,"Hon Coffee Table, with Bottom Storage",Furniture,Tables
2057,FUR-TA-10002797,"Chromcraft Round Table, Adjustable Height",Furniture,Tables
2058,FUR-TA-10002827,"Hon Computer Table, Fully Assembled",Furniture,Tables
2059,FUR-TA-10002833,"Lesro Training Table, Rectangular",Furniture,Tables
2060,FUR-TA-10002855,Bevis Round Conference Table Top & Single Column Base,Furniture,Tables
2061,FUR-TA-10002860,"Hon Training Table, with Bottom Storage",Furniture,Tables
2062,FUR-TA-10002868,"Barricks Coffee Table, Adjustable Height",Furniture,Tables
2063,FUR-TA-10002885,"Lesro Computer Table, Fully Assembled",Furniture,Tables
2064,FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",Furniture,Tables
2065,FUR-TA-10002912,"Lesro Conference Table, Fully Assembled",Furniture,Tables
2066,FUR-TA-10002931,"Hon Round Table, with Bottom Storage",Furniture,Tables
2067,FUR-TA-10002935,"Bevis Coffee Table, Adjustable Height",Furniture,Tables
2068,FUR-TA-10002951,"Barricks Round Table, Adjustable Height",Furniture,Tables
2069,FUR-TA-10002957,"Bevis Training Table, Fully Assembled",Furniture,Tables
2070,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",Furniture,Tables
2071,FUR-TA-10002966,"Chromcraft Computer Table, Fully Assembled",Furniture,Tables
2072,FUR-TA-10002972,"Barricks Computer Table, Fully Assembled",Furniture,Tables
2073,FUR-TA-10002979,"Bevis Coffee Table, Rectangular",Furniture,Tables
2074,FUR-TA-10002982,"Lesro Coffee Table, Adjustable Height",Furniture,Tables
2075,FUR-TA-10003003,"Lesro Wood Table, Rectangular",Furniture,Tables
2076,FUR-TA-10003006,"Hon Wood Table, Rectangular",Furniture,Tables
2077,FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",Furniture,Tables
2078,FUR-TA-10003030,"Lesro Training Table, Adjustable Height",Furniture,Tables
2079,FUR-TA-10003055,"Lesro Round Table, Fully Assembled",Furniture,Tables
2080,FUR-TA-10003078,"Hon Training Table, Fully Assembled",Furniture,Tables
2081,FUR-TA-10003079,"Hon Training Table, Rectangular",Furniture,Tables
2082,FUR-TA-10003152,"Lesro Round Table, Adjustable Height",Furniture,Tables
2083,FUR-TA-10003157,"Hon Coffee Table, with Bottom Storage",Furniture,Tables
2084,FUR-TA-10003164,"Bevis Wood Table, Rectangular",Furniture,Tables
2085,FUR-TA-10003171,"Bevis Training Table, Fully Assembled",Furniture,Tables
2086,FUR-TA-10003179,"Chromcraft Round Table, Adjustable Height",Furniture,Tables
2087,FUR-TA-10003185,"Chromcraft Computer Table, Fully Assembled",Furniture,Tables
2088,FUR-TA-10003222,"Barricks Wood Table, with Bottom Storage",Furniture,Tables
2089,FUR-TA-10003228,"Hon Computer Table, Fully Assembled",Furniture,Tables
2090,FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,Tables
2091,FUR-TA-10003254,"Bevis Round Table, Adjustable Height",Furniture,Tables
2092,FUR-TA-10003268,"Lesro Round Table, Rectangular",Furniture,Tables
2093,FUR-TA-10003273,"Lesro Training Table, Rectangular",Furniture,Tables
2094,FUR-TA-10003291,"Bevis Computer Table, Fully Assembled",Furniture,Tables
2095,FUR-TA-10003307,"Barricks Conference Table, Fully Assembled",Furniture,Tables
2096,FUR-TA-10003319,"Barricks Coffee Table, with Bottom Storage",Furniture,Tables
2097,FUR-TA-10003323,"Bevis Round Table, Adjustable Height",Furniture,Tables
2098,FUR-TA-10003354,"Barricks Conference Table, Adjustable Height",Furniture,Tables
2099,FUR-TA-10003358,"Hon Round Table, Rectangular",Furniture,Tables
2100,FUR-TA-10003371,"Chromcraft Training Table, Adjustable Height",Furniture,Tables
2101,FUR-TA-10003386,"Hon Round Table, with Bottom Storage",Furniture,Tables
2102,FUR-TA-10003392,Global Adaptabilities Conference Tables,Furniture,Tables
2103,FUR-TA-10003405,"Lesro Computer Table, Adjustable Height",Furniture,Tables
2104,FUR-TA-10003449,"Chromcraft Coffee Table, Rectangular",Furniture,Tables
2105,FUR-TA-10003451,"Hon Coffee Table, Adjustable Height",Furniture,Tables
2106,FUR-TA-10003469,Balt Split Level Computer Training Table,Furniture,Tables
2107,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,Furniture,Tables
2108,FUR-TA-10003485,"Bevis Training Table, Rectangular",Furniture,Tables
2109,FUR-TA-10003497,"Bevis Training Table, Adjustable Height",Furniture,Tables
2110,FUR-TA-10003510,"Hon Computer Table, Fully Assembled",Furniture,Tables
2111,FUR-TA-10003518,"Chromcraft Training Table, Fully Assembled",Furniture,Tables
2112,FUR-TA-10003522,"Chromcraft Conference Table, with Bottom Storage",Furniture,Tables
2113,FUR-TA-10003527,"Chromcraft Wood Table, with Bottom Storage",Furniture,Tables
2114,FUR-TA-10003539,"Bevis Wood Table, Fully Assembled",Furniture,Tables
2115,FUR-TA-10003568,"Chromcraft Conference Table, Rectangular",Furniture,Tables
2116,FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,Furniture,Tables
2117,FUR-TA-10003576,"Hon Coffee Table, Adjustable Height",Furniture,Tables
2118,FUR-TA-10003583,"Lesro Computer Table, with Bottom Storage",Furniture,Tables
2119,FUR-TA-10003591,"Bevis Wood Table, Rectangular",Furniture,Tables
2120,FUR-TA-10003594,"Hon Conference Table, with Bottom Storage",Furniture,Tables
2121,FUR-TA-10003596,"Lesro Computer Table, Adjustable Height",Furniture,Tables
2122,FUR-TA-10003597,"Bevis Wood Table, with Bottom Storage",Furniture,Tables
2123,FUR-TA-10003627,"Bevis Conference Table, with Bottom Storage",Furniture,Tables
2124,FUR-TA-10003637,"Lesro Coffee Table, with Bottom Storage",Furniture,Tables
2125,FUR-TA-10003641,"Barricks Wood Table, with Bottom Storage",Furniture,Tables
2126,FUR-TA-10003663,"Bevis Computer Table, Adjustable Height",Furniture,Tables
2127,FUR-TA-10003690,"Hon Computer Table, Fully Assembled",Furniture,Tables
2128,FUR-TA-10003715,Hon 2111 Invitation Series Corner Table,Furniture,Tables
2129,FUR-TA-10003747,"Lesro Round Table, Rectangular",Furniture,Tables
2130,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,Furniture,Tables
2131,FUR-TA-10003771,"Hon Computer Table, Adjustable Height",Furniture,Tables
2132,FUR-TA-10003782,"Lesro Training Table, Rectangular",Furniture,Tables
2133,FUR-TA-10003785,"Hon Round Table, Adjustable Height",Furniture,Tables
2134,FUR-TA-10003786,"Hon Training Table, Fully Assembled",Furniture,Tables
2135,FUR-TA-10003790,"Bevis Computer Table, Fully Assembled",Furniture,Tables
2136,FUR-TA-10003837,Anderson Hickey Conga Table Tops & Accessories,Furniture,Tables
2137,FUR-TA-10003855,"Lesro Round Table, with Bottom Storage",Furniture,Tables
2138,FUR-TA-10003887,"Hon Conference Table, Adjustable Height",Furniture,Tables
2139,FUR-TA-10003893,"Lesro Wood Table, with Bottom Storage",Furniture,Tables
2140,FUR-TA-10003899,"Barricks Round Table, with Bottom Storage",Furniture,Tables
2141,FUR-TA-10003926,"Hon Wood Table, with Bottom Storage",Furniture,Tables
2142,FUR-TA-10003929,"Hon Computer Table, Fully Assembled",Furniture,Tables
2143,FUR-TA-10003954,"Barricks Conference Table, with Bottom Storage",Furniture,Tables
2144,FUR-TA-10003963,"Bevis Conference Table, Fully Assembled",Furniture,Tables
2145,FUR-TA-10004005,"Bevis Coffee Table, Rectangular",Furniture,Tables
2146,FUR-TA-10004050,"Lesro Coffee Table, Fully Assembled",Furniture,Tables
2147,FUR-TA-10004054,"Lesro Conference Table, with Bottom Storage",Furniture,Tables
2148,FUR-TA-10004086,KI Adjustable-Height Table,Furniture,Tables
2149,FUR-TA-10004132,"Bevis Coffee Table, with Bottom Storage",Furniture,Tables
2150,FUR-TA-10004134,"Barricks Training Table, with Bottom Storage",Furniture,Tables
2151,FUR-TA-10004147,Hon 4060 Series Tables,Furniture,Tables
2152,FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Furniture,Tables
2153,FUR-TA-10004154,"Lesro Round Table, Adjustable Height",Furniture,Tables
2154,FUR-TA-10004175,"Hon 30"" x 60"" Table with Locking Drawer",Furniture,Tables
2155,FUR-TA-10004219,"Bevis Computer Table, with Bottom Storage",Furniture,Tables
2156,FUR-TA-10004249,"Lesro Wood Table, Fully Assembled",Furniture,Tables
2157,FUR-TA-10004256,Bretford âJust In Timeâ Height-Adjustable Multi-Task Work Tables,Furniture,Tables
2158,FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Furniture,Tables
2159,FUR-TA-10004306,"Barricks Round Table, Fully Assembled",Furniture,Tables
2160,FUR-TA-10004308,"Lesro Wood Table, Adjustable Height",Furniture,Tables
2161,FUR-TA-10004336,"Hon Wood Table, Fully Assembled",Furniture,Tables
2162,FUR-TA-10004342,"Chromcraft Round Table, with Bottom Storage",Furniture,Tables
2163,FUR-TA-10004353,"Chromcraft Wood Table, with Bottom Storage",Furniture,Tables
2164,FUR-TA-10004371,"Lesro Round Table, Adjustable Height",Furniture,Tables
2165,FUR-TA-10004383,"Bevis Coffee Table, Adjustable Height",Furniture,Tables
2166,FUR-TA-10004406,"Bevis Computer Table, Fully Assembled",Furniture,Tables
2167,FUR-TA-10004416,"Bevis Wood Table, Adjustable Height",Furniture,Tables
2168,FUR-TA-10004440,"Chromcraft Wood Table, Fully Assembled",Furniture,Tables
2169,FUR-TA-10004442,Riverside Furniture Stanwyck Manor Table Series,Furniture,Tables
2170,FUR-TA-10004468,"Lesro Training Table, Fully Assembled",Furniture,Tables
2171,FUR-TA-10004484,"Barricks Wood Table, Adjustable Height",Furniture,Tables
2172,FUR-TA-10004504,"Lesro Computer Table, with Bottom Storage",Furniture,Tables
2173,FUR-TA-10004524,"Bevis Round Table, with Bottom Storage",Furniture,Tables
2174,FUR-TA-10004531,"Chromcraft Coffee Table, Rectangular",Furniture,Tables
2175,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Furniture,Tables
2176,FUR-TA-10004544,"Chromcraft Coffee Table, Fully Assembled",Furniture,Tables
2177,FUR-TA-10004575,Hon 5100 Series Wood Tables,Furniture,Tables
2178,FUR-TA-10004584,"Hon Training Table, Rectangular",Furniture,Tables
2179,FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,Furniture,Tables
2180,FUR-TA-10004619,Hon Non-Folding Utility Tables,Furniture,Tables
2181,FUR-TA-10004634,"Bevis Training Table, Adjustable Height",Furniture,Tables
2182,FUR-TA-10004649,"Barricks Round Table, Rectangular",Furniture,Tables
2183,FUR-TA-10004653,"Chromcraft Training Table, Rectangular",Furniture,Tables
2184,FUR-TA-10004667,"Bevis Wood Table, Adjustable Height",Furniture,Tables
2185,FUR-TA-10004680,"Lesro Wood Table, Fully Assembled",Furniture,Tables
2186,FUR-TA-10004711,"Lesro Conference Table, Adjustable Height",Furniture,Tables
2187,FUR-TA-10004722,"Barricks Computer Table, Adjustable Height",Furniture,Tables
2188,FUR-TA-10004730,"Barricks Training Table, Adjustable Height",Furniture,Tables
2189,FUR-TA-10004744,"Lesro Conference Table, with Bottom Storage",Furniture,Tables
2190,FUR-TA-10004745,"Chromcraft Conference Table, Rectangular",Furniture,Tables
2191,FUR-TA-10004748,"Bevis Coffee Table, Fully Assembled",Furniture,Tables
2192,FUR-TA-10004757,"Barricks Training Table, with Bottom Storage",Furniture,Tables
2193,FUR-TA-10004767,Safco Drafting Table,Furniture,Tables
2194,FUR-TA-10004801,"Hon Conference Table, Rectangular",Furniture,Tables
2195,FUR-TA-10004810,"Barricks Computer Table, Adjustable Height",Furniture,Tables
2196,FUR-TA-10004817,"Lesro Coffee Table, with Bottom Storage",Furniture,Tables
2197,FUR-TA-10004820,"Barricks Wood Table, Fully Assembled",Furniture,Tables
2198,FUR-TA-10004826,"Bevis Training Table, Rectangular",Furniture,Tables
2199,FUR-TA-10004832,"Hon Conference Table, with Bottom Storage",Furniture,Tables
2200,FUR-TA-10004840,"Hon Conference Table, Adjustable Height",Furniture,Tables
2201,FUR-TA-10004892,"Chromcraft Wood Table, with Bottom Storage",Furniture,Tables
2202,FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture,Tables
2203,FUR-TA-10004937,"Chromcraft Conference Table, Rectangular",Furniture,Tables
2204,FUR-TA-10004957,"Bevis Wood Table, Fully Assembled",Furniture,Tables
2205,FUR-TA-10004972,"Chromcraft Wood Table, Rectangular",Furniture,Tables
2206,FUR-TEN-10000002,"Tenex Stacking Tray, Black",Furniture,Furnishings
2207,FUR-TEN-10000296,"Tenex Door Stop, Durable",Furniture,Furnishings
2208,FUR-TEN-10000325,"Tenex Light Bulb, Erganomic",Furniture,Furnishings
2209,FUR-TEN-10000377,"Tenex Light Bulb, Duo Pack",Furniture,Furnishings
2210,FUR-TEN-10000407,"Tenex Door Stop, Erganomic",Furniture,Furnishings
2211,FUR-TEN-10000525,"Tenex Clock, Black",Furniture,Furnishings
2212,FUR-TEN-10000558,"Tenex Frame, Erganomic",Furniture,Furnishings
2213,FUR-TEN-10000986,"Tenex Frame, Duo Pack",Furniture,Furnishings
2214,FUR-TEN-10001349,"Tenex Frame, Black",Furniture,Furnishings
2215,FUR-TEN-10001809,"Tenex Photo Frame, Erganomic",Furniture,Furnishings
2216,FUR-TEN-10002418,"Tenex Clock, Duo Pack",Furniture,Furnishings
2217,FUR-TEN-10002448,"Tenex Stacking Tray, Erganomic",Furniture,Furnishings
2218,FUR-TEN-10003050,"Tenex Photo Frame, Black",Furniture,Furnishings
2219,FUR-TEN-10003349,"Tenex Photo Frame, Durable",Furniture,Furnishings
2220,FUR-TEN-10003552,"Tenex Clock, Durable",Furniture,Furnishings
2221,FUR-TEN-10003648,"Tenex Stacking Tray, Erganomic",Furniture,Furnishings
2222,FUR-TEN-10003871,"Tenex Frame, Durable",Furniture,Furnishings
2223,FUR-TEN-10003879,"Tenex Light Bulb, Black",Furniture,Furnishings
2224,FUR-TEN-10003900,"Tenex Stacking Tray, Durable",Furniture,Furnishings
